,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
114095,2008,12,22,1,2003.0,1805,2308.0,2105,WN,379,N679AA,185.0,180.0,156.0,123.0,118.0,FLL,PVD,1188,9.0,20.0,0,N,0,6.0,0.0,5.0,0.0,112.0
705,2008,5,25,7,1443.0,1400,1713.0,1620,NW,435,N501US,210.0,200.0,179.0,53.0,43.0,TPA,MSP,1307,14.0,17.0,0,N,0,43.0,0.0,10.0,0.0,0.0
43802,2008,11,11,2,1116.0,1035,1713.0,1634,UA,714,N405UA,237.0,239.0,208.0,39.0,41.0,SFO,IAH,1635,10.0,19.0,0,N,0,0.0,0.0,0.0,0.0,39.0
106214,2008,7,7,1,1611.0,1540,1755.0,1745,MQ,4896,N736DT,104.0,125.0,82.0,10.0,31.0,CLT,LGA,544,4.0,18.0,0,N,0,,,,,
87931,2008,4,17,4,2025.0,2005,2147.0,2131,EV,4348,N632AS,82.0,86.0,59.0,16.0,20.0,ATL,HHH,239,2.0,21.0,0,N,0,0.0,0.0,16.0,0.0,0.0
28221,2008,12,10,3,1838.0,1816,2153.0,2116,FL,492,N291AT,195.0,180.0,163.0,37.0,22.0,BOS,ATL,946,15.0,17.0,0,N,0,0.0,0.0,15.0,0.0,22.0
71765,2008,3,10,1,1208.0,1150,1442.0,1436,US,1512,N506AU,154.0,166.0,131.0,6.0,18.0,FLL,PIT,994,6.0,17.0,0,N,0,,,,,
149783,2008,8,9,6,1443.0,1430,1538.0,1530,WN,942,N508SW,55.0,60.0,43.0,8.0,13.0,BWI,ISP,220,4.0,8.0,0,N,0,,,,,
59425,2008,6,29,7,1515.0,1505,1638.0,1637,CO,1821,N24702,203.0,212.0,176.0,1.0,10.0,IAH,SNA,1347,7.0,20.0,0,N,0,,,,,
12779,2008,2,24,7,1404.0,1350,1519.0,1515,AA,360,N560AA,75.0,85.0,58.0,4.0,14.0,MSP,ORD,334,8.0,9.0,0,N,0,,,,,
46667,2008,2,8,5,1357.0,1315,1638.0,1614,UA,104,N351UA,101.0,119.0,87.0,24.0,42.0,ORD,ALB,723,3.0,11.0,0,N,0,0.0,0.0,0.0,0.0,24.0
65958,2008,7,6,7,2359.0,2050,43.0,2140,AA,1487,N557AA,164.0,170.0,149.0,183.0,189.0,DFW,SAN,1171,3.0,12.0,0,N,0,56.0,0.0,0.0,0.0,127.0
105645,2008,5,27,2,2018.0,1925,2244.0,2206,CO,1482,N24202,266.0,281.0,246.0,38.0,53.0,IAH,SEA,1874,4.0,16.0,0,N,0,38.0,0.0,0.0,0.0,0.0
8367,2008,5,24,6,1603.0,1539,1712.0,1656,FL,113,N309AT,129.0,137.0,108.0,16.0,24.0,ATL,DFW,732,6.0,15.0,0,N,0,16.0,0.0,0.0,0.0,0.0
183009,2008,3,2,7,2146.0,2135,451.0,431,UA,54,N543UA,305.0,296.0,287.0,20.0,11.0,KOA,SFO,2367,7.0,11.0,0,N,0,11.0,0.0,9.0,0.0,0.0
89281,2008,7,31,4,1947.0,1935,2353.0,2350,WN,195,N215WN,126.0,135.0,116.0,3.0,12.0,PHX,AUS,872,4.0,6.0,0,N,0,,,,,
185108,2008,11,17,1,627.0,620,906.0,910,OO,4664,N862AS,99.0,110.0,90.0,-4.0,7.0,ACV,SLC,635,4.0,5.0,0,N,0,,,,,
146718,2008,12,14,7,1316.0,1250,1424.0,1355,WN,2526,N474WN,68.0,65.0,49.0,29.0,26.0,LAS,SAN,258,2.0,17.0,0,N,0,12.0,0.0,3.0,0.0,14.0
17626,2008,12,23,2,1839.0,1755,2134.0,2128,B6,141,N606JB,175.0,213.0,157.0,6.0,44.0,JFK,RSW,1074,4.0,14.0,0,N,0,,,,,
109202,2008,9,1,1,2228.0,2206,16.0,2348,YV,7306,N571ML,108.0,102.0,79.0,28.0,22.0,IAD,PWM,494,3.0,26.0,0,N,0,28.0,0.0,0.0,0.0,0.0
23157,2008,5,22,4,903.0,745,1006.0,850,AA,1839,N534AA,63.0,65.0,48.0,76.0,78.0,DFW,SAT,247,3.0,12.0,0,N,0,76.0,0.0,0.0,0.0,0.0
126830,2008,1,27,7,1819.0,1710,2126.0,2045,WN,1431,N292WN,127.0,155.0,112.0,41.0,69.0,MDW,TPA,997,5.0,10.0,0,N,0,0.0,0.0,0.0,0.0,41.0
97994,2008,6,3,2,1741.0,1536,1837.0,1630,9E,2921,86989E,116.0,114.0,83.0,127.0,125.0,DTW,HSV,554,4.0,29.0,0,N,0,125.0,0.0,2.0,0.0,0.0
146986,2008,9,21,7,2120.0,2100,2235.0,2233,OH,6831,N806CA,75.0,93.0,28.0,2.0,20.0,JFK,BWI,184,10.0,37.0,0,N,0,,,,,
78614,2008,4,12,6,1925.0,1915,2033.0,2026,OO,3809,N821SK,188.0,191.0,166.0,7.0,10.0,ATL,COS,1185,4.0,18.0,0,N,0,,,,,
147517,2008,6,5,4,1753.0,1729,2116.0,2030,DL,1189,N624DL,323.0,301.0,271.0,46.0,24.0,EWR,SLC,1968,5.0,47.0,0,N,0,0.0,0.0,23.0,0.0,23.0
99856,2008,3,14,5,1146.0,1134,1310.0,1300,UA,888,N309UA,84.0,86.0,54.0,10.0,12.0,SFO,LAX,337,13.0,17.0,0,N,0,,,,,
121056,2008,11,14,5,1815.0,1755,1930.0,1904,US,948,N968UW,75.0,69.0,57.0,26.0,20.0,SAV,CLT,213,5.0,13.0,0,N,0,0.0,0.0,25.0,0.0,1.0
104394,2008,4,3,4,1716.0,1640,27.0,5,WN,521,N241WN,251.0,265.0,230.0,22.0,36.0,LAS,RDU,2027,3.0,18.0,0,N,0,22.0,0.0,0.0,0.0,0.0
166107,2008,6,26,4,2245.0,1945,2326.0,2031,DL,1248,N3738B,41.0,46.0,24.0,175.0,180.0,CVG,CMH,116,4.0,13.0,0,N,0,18.0,0.0,0.0,0.0,157.0
174234,2008,11,23,7,1637.0,1525,1946.0,1845,UA,342,N842UA,129.0,140.0,112.0,61.0,72.0,LAX,DEN,862,5.0,12.0,0,N,0,0.0,0.0,0.0,0.0,61.0
75796,2008,8,27,3,2325.0,2005,204.0,2312,B6,629,N183JB,219.0,247.0,183.0,172.0,200.0,JFK,HOU,1428,2.0,34.0,0,N,0,56.0,0.0,0.0,0.0,116.0
158462,2008,7,18,5,2104.0,2051,2200.0,2148,AS,69,N788AS,56.0,57.0,43.0,12.0,13.0,KTN,JNU,234,5.0,8.0,0,N,0,,,,,
148365,2008,5,16,5,1932.0,1920,2117.0,2110,WN,2352,N748SW,105.0,110.0,91.0,7.0,12.0,IND,JAX,688,6.0,8.0,0,N,0,,,,,
131428,2008,7,16,3,1446.0,1337,1645.0,1529,UA,190,N825UA,59.0,52.0,31.0,76.0,69.0,ORD,GRR,137,3.0,25.0,0,N,0,58.0,0.0,7.0,0.0,11.0
88494,2008,2,7,4,702.0,650,809.0,805,WN,2524,N399WN,67.0,75.0,58.0,4.0,12.0,BDL,BWI,283,3.0,6.0,0,N,0,,,,,
123756,2008,1,6,7,1913.0,1741,2023.0,1856,YV,7138,N511MJ,130.0,135.0,101.0,87.0,92.0,ABE,ORD,654,19.0,10.0,0,N,0,0.0,0.0,0.0,0.0,87.0
17882,2008,8,8,5,1451.0,1419,1626.0,1550,NW,1427,N923RW,95.0,91.0,76.0,36.0,32.0,MSP,MOT,449,8.0,11.0,0,N,0,0.0,0.0,4.0,0.0,32.0
104121,2008,2,1,5,1812.0,1755,1938.0,1944,EV,4263,N903EV,146.0,169.0,126.0,-6.0,17.0,DCA,JAN,860,4.0,16.0,0,N,0,,,,,
69843,2008,3,16,7,1735.0,1720,1857.0,1848,DL,177,N757AT,82.0,88.0,58.0,9.0,15.0,ATL,TPA,406,5.0,19.0,0,N,0,,,,,
136100,2008,1,11,5,1945.0,1930,2251.0,2250,AA,468,N4XKAA,126.0,140.0,109.0,1.0,15.0,DFW,CLT,936,6.0,11.0,0,N,0,,,,,
117049,2008,8,4,1,1550.0,1434,1856.0,1749,UA,270,N849UA,126.0,135.0,110.0,67.0,76.0,SNA,DEN,846,5.0,11.0,0,N,0,8.0,0.0,0.0,0.0,59.0
81387,2008,2,21,4,1227.0,1155,1424.0,1355,MQ,3840,N849AE,117.0,120.0,105.0,29.0,32.0,DSM,DFW,624,4.0,8.0,0,N,0,0.0,0.0,0.0,0.0,29.0
34109,2008,6,27,5,2253.0,2229,2311.0,2239,NW,877,N326US,78.0,70.0,52.0,32.0,24.0,DTW,MSN,312,6.0,20.0,0,N,0,0.0,0.0,8.0,0.0,24.0
80198,2008,9,30,2,2049.0,1840,2327.0,2140,DL,1462,N981DL,158.0,180.0,129.0,107.0,129.0,FLL,LGA,1076,13.0,16.0,0,N,0,0.0,0.0,0.0,0.0,107.0
117432,2008,12,22,1,1641.0,1011,1855.0,1139,YV,7095,N434YV,134.0,88.0,96.0,436.0,390.0,DEN,DRO,251,5.0,33.0,0,N,0,436.0,0.0,0.0,0.0,0.0
33885,2008,11,7,5,958.0,835,1037.0,925,WN,2883,N917WN,99.0,110.0,87.0,72.0,83.0,DAL,ABQ,580,4.0,8.0,0,N,0,72.0,0.0,0.0,0.0,0.0
132118,2008,8,16,6,1305.0,1245,1440.0,1415,OH,5608,N442CA,95.0,90.0,72.0,25.0,20.0,BOS,PHL,280,5.0,18.0,0,N,0,0.0,20.0,5.0,0.0,0.0
91731,2008,1,21,1,1341.0,1335,1539.0,1549,US,1482,N746UW,118.0,134.0,97.0,-10.0,6.0,TPA,DCA,814,10.0,11.0,0,N,0,,,,,
47890,2008,4,18,5,1554.0,1546,1547.0,1556,YV,7245,N154SF,53.0,70.0,40.0,-9.0,8.0,TVC,ORD,224,6.0,7.0,0,N,0,,,,,
112309,2008,8,5,2,1258.0,1235,1410.0,1405,CO,1629,N17719,192.0,210.0,164.0,5.0,23.0,IAH,SNA,1347,8.0,20.0,0,N,0,,,,,
59520,2008,5,1,4,2046.0,1950,2152.0,2100,US,1547,N711UW,66.0,70.0,43.0,52.0,56.0,CLT,RIC,256,7.0,16.0,0,N,0,0.0,0.0,0.0,0.0,52.0
198129,2008,4,4,5,1456.0,1445,1757.0,1714,US,1084,N177US,181.0,149.0,167.0,43.0,11.0,MCO,PHL,861,4.0,10.0,0,N,0,0.0,0.0,43.0,0.0,0.0
41820,2008,11,18,2,1427.0,1352,1740.0,1714,UA,940,N519UA,133.0,142.0,111.0,26.0,35.0,DEN,ORD,888,4.0,18.0,0,N,0,26.0,0.0,0.0,0.0,0.0
130174,2008,2,15,5,811.0,801,1013.0,957,OO,5861,N751SK,182.0,176.0,153.0,16.0,10.0,ORD,ASE,1013,3.0,26.0,0,N,0,16.0,0.0,0.0,0.0,0.0
41023,2008,1,2,3,1550.0,1415,2016.0,1845,AA,1432,N4XFAA,206.0,210.0,183.0,91.0,95.0,DFW,EWR,1372,8.0,15.0,0,N,0,91.0,0.0,0.0,0.0,0.0
58561,2008,10,19,7,1850.0,1840,2130.0,2130,9E,5931,87979E,100.0,110.0,80.0,0.0,10.0,MEM,GRR,591,4.0,16.0,0,N,0,,,,,
130750,2008,10,20,1,1005.0,847,1041.0,922,OO,5558,N581SW,36.0,35.0,23.0,79.0,78.0,MRY,SFO,77,3.0,10.0,0,N,0,0.0,0.0,78.0,0.0,1.0
101968,2008,5,22,4,1317.0,1245,1519.0,1412,XE,7790,N33182,182.0,147.0,147.0,67.0,32.0,DEN,LAX,862,5.0,30.0,0,N,0,0.0,0.0,35.0,0.0,32.0
184068,2008,4,4,5,1132.0,1115,1519.0,1425,AA,731,N505AA,287.0,250.0,245.0,54.0,17.0,LGA,DFW,1389,7.0,35.0,0,N,0,12.0,0.0,37.0,0.0,5.0
7175,2008,12,15,1,1959.0,1940,2230.0,2235,WN,1874,N698SW,91.0,115.0,78.0,-5.0,19.0,BNA,ORF,585,4.0,9.0,0,N,0,,,,,
124717,2008,3,29,6,2028.0,1600,2231.0,1808,EV,4341,N684BR,63.0,68.0,41.0,263.0,268.0,PFN,ATL,247,16.0,6.0,0,N,0,132.0,0.0,131.0,0.0,0.0
85353,2008,3,1,6,1636.0,1540,1804.0,1650,XE,2362,N14573,88.0,70.0,53.0,74.0,56.0,EWR,RIC,278,5.0,30.0,0,N,0,0.0,0.0,30.0,0.0,44.0
105280,2008,10,16,4,730.0,710,845.0,800,YV,2639,N934FJ,75.0,50.0,23.0,45.0,20.0,GSO,CLT,83,11.0,41.0,0,N,0,45.0,0.0,0.0,0.0,0.0
62001,2008,10,19,7,2111.0,2100,513.0,523,B6,90,N581JB,302.0,323.0,284.0,-10.0,11.0,OAK,JFK,2576,4.0,14.0,0,N,0,,,,,
155362,2008,4,26,6,1803.0,1745,1948.0,1937,OH,5109,N685BR,105.0,112.0,76.0,11.0,18.0,CLE,JFK,425,13.0,16.0,0,N,0,,,,,
1054,2008,2,14,4,1903.0,1845,2332.0,2329,CO,682,N14342,209.0,224.0,180.0,3.0,18.0,IAH,BOS,1597,6.0,23.0,0,N,0,,,,,
148,2008,8,7,4,2018.0,1900,2146.0,2026,US,1747,N532AU,88.0,86.0,67.0,80.0,78.0,PVD,DCA,357,4.0,17.0,0,N,0,0.0,0.0,2.0,0.0,78.0
125873,2008,1,26,6,1212.0,1155,1756.0,1758,UA,114,N456UA,224.0,243.0,191.0,-2.0,17.0,LAX,ORD,1745,5.0,28.0,0,N,0,,,,,
140048,2008,2,23,6,1154.0,1051,1450.0,1353,UA,398,N312UA,116.0,122.0,91.0,57.0,63.0,ORD,BDL,783,6.0,19.0,0,N,0,57.0,0.0,0.0,0.0,0.0
193626,2008,1,27,7,1557.0,1520,1636.0,1635,9E,3790,88919E,99.0,135.0,76.0,1.0,37.0,DTW,BHM,625,3.0,20.0,0,N,0,,,,,
152077,2008,8,5,2,1903.0,1850,2157.0,2148,B6,510,N655JB,174.0,178.0,149.0,9.0,13.0,FLL,EWR,1065,11.0,14.0,0,N,0,,,,,
174659,2008,3,2,7,1241.0,1230,1512.0,1512,UA,49,N581UA,331.0,342.0,308.0,0.0,11.0,IAD,LAX,2288,8.0,15.0,0,N,0,,,,,
106978,2008,12,28,7,1151.0,1035,1410.0,1235,MQ,4232,N673MQ,79.0,60.0,30.0,95.0,76.0,ORD,IND,177,35.0,14.0,0,N,0,0.0,76.0,19.0,0.0,0.0
126962,2008,12,31,3,1530.0,1520,1632.0,1625,WN,1676,N396SW,62.0,65.0,50.0,7.0,10.0,BUF,BWI,281,2.0,10.0,0,N,0,,,,,
147255,2008,5,15,4,1547.0,1507,1628.0,1549,OO,5450,N292UX,41.0,42.0,25.0,39.0,40.0,SFO,MRY,77,4.0,12.0,0,N,0,39.0,0.0,0.0,0.0,0.0
39030,2008,1,7,1,1703.0,1535,1936.0,1830,B6,525,N521JB,153.0,175.0,126.0,66.0,88.0,EWR,MCO,938,9.0,18.0,0,N,0,6.0,0.0,0.0,0.0,60.0
168575,2008,5,22,4,2203.0,1805,111.0,2135,AA,1294,N3BCAA,128.0,150.0,114.0,216.0,238.0,IAH,MIA,964,6.0,8.0,0,N,0,5.0,0.0,0.0,0.0,211.0
178784,2008,10,17,5,2157.0,2145,2324.0,2320,US,179,N620AW,87.0,95.0,64.0,4.0,12.0,LAS,SFO,414,6.0,17.0,0,N,0,,,,,
33609,2008,10,26,7,2202.0,2135,2242.0,2225,WN,1052,N638SW,40.0,50.0,32.0,17.0,27.0,HOU,SAT,192,2.0,6.0,0,N,0,17.0,0.0,0.0,0.0,0.0
17829,2008,5,5,1,2023.0,1930,2139.0,2100,XE,3062,N14117,76.0,90.0,65.0,39.0,53.0,IAH,TUL,429,2.0,9.0,0,N,0,0.0,0.0,0.0,0.0,39.0
24258,2008,2,3,7,1704.0,1650,1820.0,1812,EV,4581,N706EV,76.0,82.0,57.0,8.0,14.0,SDF,ATL,321,9.0,10.0,0,N,0,,,,,
8310,2008,4,13,7,2022.0,2005,2231.0,2220,AA,2355,N4YLAA,129.0,135.0,109.0,11.0,17.0,ORD,DFW,802,6.0,14.0,0,N,0,,,,,
147624,2008,9,11,4,2006.0,1959,2210.0,2206,NW,527,N554NW,124.0,127.0,76.0,4.0,7.0,LGA,DTW,501,11.0,37.0,0,N,0,,,,,
196916,2008,5,14,3,1601.0,1555,1736.0,1732,OO,6077,N920SW,95.0,97.0,77.0,4.0,6.0,ORD,SGF,438,4.0,14.0,0,N,0,,,,,
40881,2008,10,11,6,1017.0,1011,1202.0,1155,NW,1692,N751NW,105.0,104.0,79.0,7.0,6.0,DTW,RDU,501,7.0,19.0,0,N,0,,,,,
120370,2008,3,21,5,1945.0,1922,2205.0,2038,NW,730,N769NC,140.0,76.0,46.0,87.0,23.0,DTW,IND,231,20.0,74.0,0,N,0,23.0,0.0,64.0,0.0,0.0
86859,2008,12,10,3,2101.0,1930,2252.0,2107,CO,1192,N33289,111.0,97.0,46.0,105.0,91.0,EWR,BOS,200,9.0,56.0,0,N,0,0.0,0.0,14.0,0.0,91.0
157037,2008,2,8,5,925.0,915,1207.0,1105,MQ,4507,N645AE,162.0,110.0,109.0,62.0,10.0,HSV,ORD,510,7.0,46.0,0,N,0,0.0,0.0,52.0,0.0,10.0
65248,2008,6,3,2,1906.0,1857,2308.0,2314,US,207,N168AW,122.0,137.0,105.0,-6.0,9.0,PHX,SAT,843,3.0,14.0,0,N,0,,,,,
104889,2008,4,3,4,1214.0,1150,1449.0,1445,XE,2879,N11107,95.0,115.0,78.0,4.0,24.0,MSP,CLE,622,7.0,10.0,0,N,0,,,,,
45822,2008,8,10,7,2153.0,1815,2317.0,2005,EV,4316,N930EV,84.0,110.0,70.0,192.0,218.0,PIT,JFK,340,7.0,7.0,0,N,0,192.0,0.0,0.0,0.0,0.0
79858,2008,7,16,3,1735.0,1645,2047.0,2007,DL,79,N652DL,372.0,382.0,308.0,40.0,50.0,JFK,LAX,2475,12.0,52.0,0,N,0,40.0,0.0,0.0,0.0,0.0
70724,2008,6,17,2,830.0,810,929.0,920,MQ,3664,N681AE,59.0,70.0,42.0,9.0,20.0,TUL,DFW,237,6.0,11.0,0,N,0,,,,,
28028,2008,7,27,7,2223.0,2120,2.0,2240,WN,3915,N347SW,99.0,80.0,61.0,82.0,63.0,RDU,PHL,336,30.0,8.0,0,N,0,28.0,0.0,19.0,0.0,35.0
78578,2008,12,31,3,840.0,815,1112.0,1105,AA,1199,N459AA,152.0,170.0,138.0,7.0,25.0,ORD,AUS,978,3.0,11.0,0,N,0,,,,,
124571,2008,2,18,1,1140.0,1126,1332.0,1320,OO,5868,N982SW,112.0,114.0,93.0,12.0,14.0,TUS,DEN,639,8.0,11.0,0,N,0,,,,,
63847,2008,8,29,5,731.0,725,1323.0,1315,WN,336,N492WN,232.0,230.0,217.0,8.0,6.0,SAN,MDW,1728,6.0,9.0,0,N,0,,,,,
23541,2008,10,18,6,1340.0,1330,1647.0,1645,AA,1866,N4WUAA,127.0,135.0,100.0,2.0,10.0,ORD,PHL,678,7.0,20.0,0,N,0,,,,,
113589,2008,7,28,1,1046.0,850,1301.0,1130,WN,1584,N913WN,255.0,280.0,242.0,91.0,116.0,MDW,SFO,1855,7.0,6.0,0,N,0,0.0,0.0,91.0,0.0,0.0
141999,2008,12,15,1,1818.0,1802,1857.0,1828,US,1511,N171US,99.0,86.0,72.0,29.0,16.0,PHX,LAX,370,13.0,14.0,0,N,0,0.0,0.0,13.0,0.0,16.0
130298,2008,8,18,1,849.0,712,1008.0,833,OO,5555,N585SW,79.0,81.0,66.0,95.0,97.0,SBA,SFO,262,4.0,9.0,0,N,0,0.0,0.0,95.0,0.0,0.0
176396,2008,5,24,6,1048.0,1040,1146.0,1145,WN,1037,N477WN,58.0,65.0,50.0,1.0,8.0,BDL,BWI,283,2.0,6.0,0,N,0,,,,,
53046,2008,2,1,5,1831.0,1715,1939.0,1810,WN,2208,N504SW,68.0,55.0,48.0,89.0,76.0,LAS,ONT,197,4.0,16.0,0,N,0,7.0,0.0,13.0,0.0,69.0
12895,2008,1,10,4,1921.0,1850,2100.0,2039,EV,4713,N709EV,99.0,109.0,75.0,21.0,31.0,DAY,ATL,432,14.0,10.0,0,N,0,0.0,21.0,0.0,0.0,0.0
58132,2008,7,5,6,826.0,820,934.0,940,WN,1293,N386SW,128.0,140.0,115.0,-6.0,6.0,BDL,MDW,777,3.0,10.0,0,N,0,,,,,
36632,2008,6,10,2,1654.0,1500,1940.0,1740,9E,4785,88969E,166.0,160.0,137.0,120.0,114.0,BOS,IND,817,11.0,18.0,0,N,0,0.0,0.0,6.0,0.0,114.0
73809,2008,3,11,2,616.0,610,826.0,834,US,1187,N919UW,130.0,144.0,105.0,-8.0,6.0,BOS,CLT,728,5.0,20.0,0,N,0,,,,,
11480,2008,1,18,5,1037.0,1025,1309.0,1244,XE,2681,N12135,152.0,139.0,129.0,25.0,12.0,OMA,IAH,781,7.0,16.0,0,N,0,3.0,0.0,13.0,0.0,9.0
11860,2008,2,20,3,1448.0,1440,1604.0,1611,EV,4347,N828AS,136.0,151.0,118.0,-7.0,8.0,ATL,ICT,781,4.0,14.0,0,N,0,,,,,
125882,2008,6,13,5,1958.0,1950,2150.0,2130,XE,2769,N31131,112.0,100.0,69.0,20.0,8.0,RDU,EWR,416,32.0,11.0,0,N,0,3.0,0.0,12.0,0.0,5.0
112738,2008,9,17,3,1941.0,1723,2054.0,1843,OO,6501,N979SW,73.0,80.0,54.0,131.0,138.0,LAX,OAK,337,3.0,16.0,0,N,0,0.0,0.0,0.0,0.0,131.0
78010,2008,9,1,1,25.0,10,513.0,505,AA,2210,N3CCAA,168.0,175.0,149.0,8.0,15.0,LAX,DFW,1235,5.0,14.0,0,N,0,,,,,
104120,2008,7,22,2,1109.0,1005,1325.0,1300,US,1937,N708UW,136.0,175.0,121.0,25.0,64.0,PHL,PBI,951,4.0,11.0,0,N,0,0.0,0.0,0.0,0.0,25.0
111915,2008,7,7,1,1510.0,1450,1735.0,1715,WN,242,N682SW,85.0,85.0,71.0,20.0,20.0,ELP,SAT,496,5.0,9.0,0,N,0,17.0,0.0,0.0,0.0,3.0
124473,2008,5,17,6,845.0,830,930.0,920,YV,2924,N911FJ,45.0,50.0,28.0,10.0,15.0,TUS,PHX,110,5.0,12.0,0,N,0,,,,,
17242,2008,9,21,7,1121.0,1110,1205.0,1200,WN,392,N421LV,44.0,50.0,30.0,5.0,11.0,BWI,ORF,159,3.0,11.0,0,N,0,,,,,
35586,2008,8,9,6,1748.0,1735,2024.0,2018,AS,3,N563AS,336.0,343.0,319.0,6.0,13.0,DCA,SEA,2329,8.0,9.0,0,N,0,,,,,
20036,2008,9,25,4,2323.0,2030,155.0,2328,CO,1692,N37427,152.0,178.0,131.0,147.0,173.0,EWR,MCO,938,5.0,16.0,0,N,0,147.0,0.0,0.0,0.0,0.0
81425,2008,2,7,4,1731.0,1720,1954.0,1943,EV,4206,N884AS,143.0,143.0,127.0,11.0,11.0,ABE,ATL,692,8.0,8.0,0,N,0,,,,,
148123,2008,6,20,5,2036.0,2030,2139.0,2143,DL,1968,N913DE,63.0,73.0,46.0,-4.0,6.0,DCA,LGA,214,4.0,13.0,0,N,0,,,,,
150652,2008,10,14,2,1915.0,1905,2028.0,2019,XE,1296,N27962,73.0,74.0,51.0,9.0,10.0,CLE,DCA,310,3.0,19.0,0,N,0,,,,,
45101,2008,7,19,6,1620.0,1555,1716.0,1655,WN,1029,N312SW,116.0,120.0,96.0,21.0,25.0,SLC,OAK,588,4.0,16.0,0,N,0,3.0,0.0,0.0,0.0,18.0
187000,2008,2,1,5,1613.0,1600,1728.0,1721,UA,926,N543UA,75.0,81.0,56.0,7.0,13.0,LAX,SFO,337,3.0,16.0,0,N,0,,,,,
162463,2008,6,4,3,1856.0,1850,2359.0,10,AA,2426,N458AA,183.0,200.0,164.0,-11.0,6.0,SJC,DFW,1438,3.0,16.0,0,N,0,,,,,
158204,2008,2,25,1,1254.0,1212,1435.0,1403,DL,595,N909DA,101.0,111.0,74.0,32.0,42.0,PIT,ATL,526,10.0,17.0,0,N,0,32.0,0.0,0.0,0.0,0.0
197735,2008,4,11,5,2030.0,1945,2157.0,2114,US,1225,N733UW,147.0,149.0,125.0,43.0,45.0,CLT,MCI,809,4.0,18.0,0,N,0,0.0,0.0,0.0,0.0,43.0
150725,2008,3,12,3,2101.0,2030,2157.0,2135,WN,76,N304SW,56.0,65.0,42.0,22.0,31.0,LAS,SAN,258,3.0,11.0,0,N,0,5.0,0.0,0.0,0.0,17.0
63373,2008,8,25,1,1906.0,1900,2333.0,2336,UA,768,N942UA,147.0,156.0,127.0,-3.0,6.0,DEN,GRR,1014,5.0,15.0,0,N,0,,,,,
119086,2008,8,22,5,1745.0,1659,1927.0,1835,OH,5592,N691CA,102.0,96.0,65.0,52.0,46.0,RIC,JFK,288,20.0,17.0,0,N,0,0.0,46.0,6.0,0.0,0.0
100605,2008,7,13,7,1750.0,1731,1915.0,1910,NW,1186,N327NB,85.0,99.0,66.0,5.0,19.0,DTW,BDL,548,2.0,17.0,0,N,0,,,,,
78572,2008,6,25,3,1336.0,1310,1532.0,1509,US,1457,N426US,116.0,119.0,95.0,23.0,26.0,CLT,FLL,631,3.0,18.0,0,N,0,23.0,0.0,0.0,0.0,0.0
73703,2008,2,16,6,9.0,2230,158.0,32,UA,62,N373UA,109.0,122.0,94.0,86.0,99.0,SFO,SEA,679,3.0,12.0,0,N,0,0.0,0.0,0.0,0.0,86.0
143084,2008,12,19,5,1652.0,1645,1752.0,1755,WN,1066,N271LV,60.0,70.0,49.0,-3.0,7.0,BUR,SJC,296,3.0,8.0,0,N,0,,,,,
60017,2008,4,15,2,2309.0,2240,710.0,634,US,784,N162UW,301.0,294.0,278.0,36.0,29.0,SFO,CLT,2296,5.0,18.0,0,N,0,29.0,0.0,7.0,0.0,0.0
135316,2008,3,15,6,2153.0,1859,24.0,2135,FL,668,N938AT,151.0,156.0,135.0,169.0,174.0,HPN,MCO,972,7.0,9.0,0,N,0,0.0,0.0,0.0,0.0,169.0
1024,2008,12,16,2,1629.0,1620,1636.0,1635,WN,3187,N449WN,67.0,75.0,54.0,1.0,9.0,AMA,DEN,358,6.0,7.0,0,N,0,,,,,
40641,2008,6,6,5,1645.0,1635,1753.0,1745,WN,2300,N230WN,68.0,70.0,54.0,8.0,10.0,ONT,PHX,325,7.0,7.0,0,N,0,,,,,
128222,2008,6,25,3,1822.0,1814,1956.0,2000,FL,667,N983AT,94.0,106.0,77.0,-4.0,8.0,PBI,ATL,545,9.0,8.0,0,N,0,,,,,
112739,2008,6,21,6,824.0,815,936.0,929,AA,525,N440AA,72.0,74.0,53.0,7.0,9.0,MSP,ORD,334,8.0,11.0,0,N,0,,,,,
158332,2008,4,14,1,1655.0,1640,1922.0,1914,9E,3789,87459E,87.0,94.0,59.0,8.0,15.0,PIA,DTW,346,14.0,14.0,0,N,0,,,,,
45007,2008,7,1,2,1855.0,1845,2156.0,2147,NW,280,N750NW,121.0,122.0,94.0,9.0,10.0,MEM,DTW,610,10.0,17.0,0,N,0,,,,,
158100,2008,12,10,3,1201.0,1155,1414.0,1410,AA,453,N567AA,253.0,255.0,237.0,4.0,6.0,DFW,PDX,1616,3.0,13.0,0,N,0,,,,,
7469,2008,8,17,7,1752.0,1729,1924.0,1912,UA,1497,N449UA,212.0,223.0,192.0,12.0,23.0,ORD,PHX,1440,5.0,15.0,0,N,0,,,,,
